country_id,ISO3,countryname,YEAR,region,regionname,incomelevel,incomelevelname,lendingtype,lendingtypename,GFD_01,GFD_02,GFD_03,GFD_04,GFD_05,GFD_06,WDI_01,WDI_02,WDI_03,WDI_04,WDI_05,WDI_06,WDI_07,time_trend,time_trend2,POP,PIP,IP,IP_1,IP_2,IP_3,IP_4,IP_5,IP_6,PEP,EP,EP_1,EP_2,EP_3,EP_4,POP_R,PARTY_CODE,PARTY_NAME,POP_z,PEP_z,PIP_z,dollarized,quadrant,quad_1,quad_2,quad_3,quad_4
ABW,ABW,Aruba,2014,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,65.017883,,0,,92.645248,,60.24054,,-1.5865752,.42144093,162.88205,,12,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2015,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,67.196533,,0,,84.264229,,56.626869,,-.62362587,.4747636,145.83366,,13,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2016,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,73.381683,,0,,77.974274,,57.221973,,1.719625,-.93119597,142.23976,,14,196,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2017,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,71.776421,,0,,79.763161,,57.246513,,7.0485334,-1.0282818,143.80429,,15,225,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2018,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,71.794296,,,,79.752251,,55.96516,,2.3970861,3.6260414,145.21355,,16,256,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2019,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,80.603348,,,,82.348862,,58.785553,,-2.2324421,4.257462,145.34357,,17,289,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2020,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,111.0538,,,,80.54509,,81.748703,,-26.211821,,124.13727,,18,324,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2021,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,,67.508469,,24.132627,,147.01558,,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2022,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,,61.356552,,8.5179176,,172.88417,,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2023,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,,59.605469,,4.2637196,,169.79828,,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ABW,ABW,Aruba,2024,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,,,,,,,,,,,,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ARG,ARG,Argentina,2002,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.1647497,22.670971,56.48349,1,5.3489828,66.674133,,15.331859,,-10.894485,40.900002,41.752724,,0,0,18.93230403807569,20.69492616262436,35.65017426808675,38.13049049377442,43.57055511474609,23,28.8,30.4,50,17.16968191352702,29.57740209048583,43.8628289122015,22.59989364180586,11.9,39.94688580793594,.5805,PJ,Justicialist [Peronist] Party,.25347957,.55605799,.12804317,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2003,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.0523655,23.01494,63.077148,1,3.198451,46.149078,,10.762706,,8.8370409,3.7,40.644749,,1,1,,,44.4433911005656,38.16057815551758,53.99976844787598,23,48.4,33.1,70,,36.85237990729814,44.10568605505863,20.37601600092759,43.83333333333334,39.09448423987296,,FPV-PJ,Front for Victory,,,,0,,,,,
ARG,ARG,Argentina,2004,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.2184507,21.343491,60.967609,0,4.8438859,44.516102,,9.682518,,9.0295734,6.0999999,40.692646,,2,4,,,44.26766618092855,37.96190071105957,53.34409637451172,23,48.4,32.9,70,,38.22756874011364,43.04379050874697,21.85752950722729,52,36.00895494448028,,FPV-PJ,Front for Victory,,,,0,,,,,
ARG,ARG,Argentina,2005,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.39114481,21.150761,59.820961,0,5.8227091,49.250881,9.249773,10.653493,,8.8516598,12.3,40.55127,,3,9,32.77395441829827,35.29077360216777,44.61539014180502,37.71495513916016,52.97738571166992,23.7,48.4,34.9,70,30.25713523442877,38.251751244537,41.89475083279554,19.43066317018705,51.53333333333333,40.14825764183207,.791,FPV-PJ,Front for Victory,1.1235259,1.318464,.94394851,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2006,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.56419402,20.53297,57.926361,0,6.632442,56.165249,8.8103342,11.910262,,8.0471516,9.8000002,40.433479,,4,16,33.02059323418658,35.52261729990641,44.57041066487631,37.81007843017579,52.51238555908203,23.7,48.4,35,70,30.51856916846676,38.29180573207874,49.65260352084572,20.55545740319477,49.5,33.45916200427446,.797,FPV-PJ,Front for Victory,.84634131,1.2801267,.61068755,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2007,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.75560212,20.387409,56.079731,0,6.4639082,61.862728,8.8583565,13.098541,,9.0076513,8.5,40.945171,,5,25,33.55334794391491,36.28604181451798,45.18809690475464,38.80736141204834,52.9212200164795,25.59999999999999,48.4,35.4,70,30.82065407331185,38.38188552093629,47.79432237467108,23.38273613219783,46.2,36.15048357687628,.803,FPV-PJ,Front for Victory,.69647026,1.1034759,.48040074,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2008,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.38013679,17.048229,54.90514,0,6.3050189,69.348732,8.582696,12.313947,,4.0572333,7.1999998,40.402672,,6,36,35.54794631618968,38.20520109014511,45.645401541392,40.32365818023682,53.54875106811524,24.3,48.4,37.3,70,32.89069154223426,39.29592776849972,49.68230518738514,27.16854638666045,48.33795623,31.99490326995328,.837,FPV-PJ,Front for Victory,.68833172,1.0939668,.46704671,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2009,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.4113234,18.42547,56.424728,0,7.0693612,65.123497,8.5470266,12.416207,,-5.9185252,7.6999998,34.057125,,7,49,38.1668937763876,41.26392835350036,47.37534828186035,40.29733963012696,53.65475006103516,24.3,48.4,37.6,80,35.06985919927484,40.26390263981038,48.32186027406478,29.61870145661972,49.80655207666666,33.30849675189035,.871,FPV-PJ,Front for Victory,.69673443,1.1213796,.46948561,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2010,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.48710459,18.479639,50.855728,0,7.1777391,66.572243,7.2350335,12.690106,,10.125398,10.9,34.971012,,8,64,38.23797003555896,40.73997577788035,46.77379538218181,39.49047088623047,52.75230140686035,23,48.4,37,80,35.73596429323757,41.02866164550812,44.9918066052173,31.2422853335795,52.93333333333334,34.94722130990235,.871,FPV-PJ,Front for Victory,.66156167,1.0813863,.43270996,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2011,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.2804352,17.38624,51.096519,0,7.0258169,77.879723,6.8681588,14.008715,,6.0039515,9.5,35.206154,,9,81,38.98391209267562,41.60572507101694,47.76776701609293,40.36561660766601,52.8409854888916,27.7,48.4,37.3,80,36.3620991143343,41.74753055606693,44.8612834799419,33.0490737078381,52.26666666666667,36.81309836982106,.871,FPV-PJ,Front for Victory,.75927144,1.2010971,.51400393,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2012,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.43908101,19.134649,50.163582,0,7.497633,76.767754,7.2475324,15.212815,,-1.0264205,10.8,30.526543,,10,100,41.22328772148114,41.84278692245483,48.0123774210612,40.61517143249512,53.65909309387207,27.5,48.4,37.9,80,40.60378852050746,46.59069250775383,47.16246207518145,37.70791055415425,53.1,48.39239740167963,.8714999999999999,FPV-PJ,Front for Victory,.86777651,1.3992267,.54907596,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2013,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.66430843,19.42729,53.707741,0,7.6553402,78.169098,10.156046,15.729092,,2.4053237,10.9,29.333929,,11,121,42.61393879221775,43.9010322224935,50.34522043863933,41.68116607666016,55.49015655517579,29.2,52.3,38.4,85,41.32684536194201,47.39317128663075,47.95445648947955,39.25001915322817,53.2,49.16820950381528,.872,FPV-PJ,Front for Victory,.94395864,1.4374447,.62959963,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2014,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.39969781,18.85372,54.398079,0,8.4205999,71.428284,9.9913731,13.82377,,-2.5126152,23.799999,28.406794,,12,144,42.71498735863039,43.44097975413005,50.51276715596517,42.43217239379883,56.64443054199219,28,52.3,38.7,85,41.98899496313073,48.82441274782643,49.02685745922769,43.3084314606241,53.33333333333334,49.62902873812058,.86,FPV-PJ,Front for Victory,.95106536,1.4824913,.60897499,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2015,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.41792589,20.491329,66.320534,0,8.4486189,68.718147,9.435091,14.414233,,2.7311599,18.700001,22.486227,,13,169,37.67706532659685,39.64085813903809,46.74629497528076,40.40531921386719,51.87245063781738,25,42.6,35.6,85,35.7132725141556,42.11470815348537,49.66399793736164,33.8803478871535,36.8,48.11448678942636,.848,FPV-PJ,Front for Victory,.7671932,1.169708,.51914966,0,"High PIP, High PEP",0,0,0,1
ARG,ARG,Argentina,2016,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.98020422,21.89971,65.930511,0,7.426713,60.389809,8.8687124,13.667633,,-2.0803277,36.900002,26.093887,,14,196,5.817731026183496,5.937420963223775,40.52847073872884,31.27140808105469,46.19941635131836,15.7,36.9,28.1,85,5.698041089143216,38.89447842418578,45.28110057281913,33.37724795640327,42,34.91956516752072,.1465,PRO,Republican Proposal,-.7590881,-.71624327,-.72707474,0,"Low PIP, Low PEP",1,0,0,0
ARG,ARG,Argentina,2017,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,1.092159,21.841181,65.663544,0,7.5061302,70.416649,10.192428,15.958497,,2.8185029,24.700001,25.2896,,15,225,5.364583692050545,5.569625260512034,38.41120869318645,31.97208309173584,46.29516906738282,17.90000000000001,36.9,29.8,67.59999999999999,5.159542123589056,35.58304912820039,44.46317757822265,31.81049046321525,33.03333333333333,33.02519513803031,.145,PRO,Republican Proposal,-.65382189,-.6225276,-.63513571,0,"Low PIP, Low PEP",1,0,0,0
ARG,ARG,Argentina,2018,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.44377759,,71.017921,,7.2193899,,8.6486597,,,-2.6173964,34.277225,30.762535,,16,256,6.158264999606963,6.048896129274369,36.54922132492066,33.05245571136474,42.44287223815918,21.59999999999999,33.4,29.6,59.2,6.267633869939559,37.87089951625111,44.99780724145017,32.04209809264305,46.23333333333333,28.2103593975779,.1655,PRO,Republican Proposal,-.59317714,-.5231843,-.60411024,0,"Low PIP, Low PEP",1,0,0,0
ARG,ARG,Argentina,2019,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.34825769,,61.592079,,9.3170624,,9.7263403,14.47763,,-2.0008609,53.548306,32.630615,,17,289,7.186692728619444,7.057212025070189,37.94200013478596,35.76537284851074,44.98662796020508,24.7,38.3,31.7,52.2,7.316173432168698,39.33426576434784,45.67188131552424,31.34655994550408,43.26666666666667,37.05195512969635,.186,PRO,Republican Proposal,-.57679778,-.50961494,-.5856809,0,"Low PIP, Low PEP",1,0,0,0
ARG,ARG,Argentina,2020,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.37594351,,61.482941,,9.249464,,12.410218,15.74649,,-9.900485,42.015095,30.203699,,18,324,,,37.44149462381998,34.49022674560547,46.15874099731445,24.7,39.5,30.3,49.5,,44.735177276035,43.97581650070942,39.38470708446866,45.43333333333334,50.14685218562861,,FPV-PJ,Front for Victory,,,,0,,,,,
ARG,ARG,Argentina,2021,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,.3102257,,68.360298,,9.0834208,,12.983903,13.264429,,10.441812,48.409378,33.07869,,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ARG,ARG,Argentina,2022,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,14.735191,12.913618,,5.2698798,72.430756,31.547709,,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ARG,ARG,Argentina,2023,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,18.313032,15.437576,,-1.6110016,133.48894,26.640512,,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ARG,ARG,Argentina,2024,LCN,Latin America and Caribbean,UMC,Upper middle income,IBD,IBRD,,,,,,,,15.239398,,-1.7191051,219.88393,28.159401,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2002,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,84.553101,,0,19.61845,78.370071,,60.087841,,1.0272349,2.4076581,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2003,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,93.064087,100,0,20.543131,69.316269,,58.269054,,6.0766368,1.9935305,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2004,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,91.63269,100,0,24.698521,66.276283,,54.422916,,5.7671032,2.0300777,,,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2005,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,89.717667,,0,20.388571,67.217422,,53.930328,,6.4736896,2.098752,,,3,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2006,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,88.230919,,0,17.88858,72.719002,,56.974674,,12.708147,1.7877854,,,4,16,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2007,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,87.388817,,0,14.74231,73.729446,,56.866901,,9.3151827,1.4160526,,,5,25,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2008,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,86.374802,,0,,77.205292,,58.655636,,-.014006598,5.3338065,,,6,36,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2009,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,86.382492,,0,,85.972267,,65.792046,,-11.962879,-.55015999,,,7,49,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2010,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,92.885033,,0,,85.14003,,69.967278,,-7.840507,3.3700254,,,8,64,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2011,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,95.47834,,0,,80.256737,,67.715851,,-1.9587426,3.4567497,,,9,81,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2012,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,93.222549,,0,,75.491966,,61.878189,,3.3731427,3.3768804,,,10,100,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2013,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,95.540001,,0,,71.958946,,61.278236,,-.60098231,1.0594978,,,11,121,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2014,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,91.257782,,0,,67.737793,,56.033295,,2.1982918,1.0894415,141.54616,,12,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2015,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,90.236237,,0,,57.957642,5.6165528,48.631741,,1.42162,.96899348,130.07155,,13,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2016,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,82.66156,,0,,58.973598,6.3224449,47.013424,,4.1203675,-.48943779,132.02592,,14,196,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2017,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,86.840584,,0,,53.248718,6.81954,44.226624,,2.7127266,2.432488,127.66432,,15,225,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2018,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,85.120232,,,,50.629478,6.9989939,41.654186,,6.7120047,1.207158,130.65515,,16,256,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2019,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,80.453537,,,,53.343189,8.2741346,41.949131,,3.1722219,1.431356,137.53778,,17,289,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2020,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,89.534286,,,,61.864971,9.8510275,53.770405,,-18.868776,.62598974,94.289528,,18,324,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2021,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,95.107063,,,,52.026211,8.8280497,45.434746,,8.172863,2.0629964,101.07496,,19,361,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2022,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,,,,,,9.356308,38.169941,,9.1078062,7.5310783,117.70353,,20,400,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2023,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,,,,,,10.11834,38.011845,,2.4273629,5.0671387,,,21,441,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATG,ATG,Antigua and Barbuda,2024,LCN,Latin America and Caribbean,HIC,High income,IBD,IBRD,,,,,,,,38.254303,,4.3275213,6.1988668,,,22,484,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2002,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,4.2993789,40.283001,89.948639,0,8.6178427,109.7272,,45.823971,,2.7049563,,70.277985,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2003,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,41.856411,83.803589,0,12.3267,106.3323,,46.160748,,-1.2649167,,71.063538,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2004,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,44.76722,87.231041,0,15.67533,103.5966,,47.921162,,.88237375,,76.001984,,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2005,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,4.0666108,45.697529,80.388268,0,15.83393,106.9434,,50.36396,,3.3960843,,81.396271,,3,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2006,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,47.643162,78.465286,0,16.76722,115.7494,,56.610195,,2.5165923,,87.550713,22.777454,4,16,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2007,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,50.562511,86.110291,0,19.19035,115.2676,,58.562828,,1.4460999,,88.012817,22.990854,5,25,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2008,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,53.94928,88.817017,0,18.74547,114.6988,,62.101463,,-2.323648,,87.429222,25.455502,6,36,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2009,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,5.0059061,57.868389,86.287811,0,21.493629,113.7681,,66.079208,,-4.1754279,,76.521042,30.908209,7,49,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2010,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,1.634349,58.882111,88.741943,0,20.059959,110.2883,,65.14814,,1.5386624,,78.675606,33.69228,8,64,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2011,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,.68418002,60.198921,92.595558,0,15.20251,109.3562,,66.013931,,.61317074,3.1987815,88.333687,35.306431,9,81,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2012,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,2.098783,56.133579,97.74868,0,17.84337,109.884,,61.841908,,4.520124,1.9733676,84.251518,36.449833,10,100,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2013,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,57.188061,99.181419,0,17.168409,106.9808,,62.191059,,-2.8632801,.72241479,84.548416,44.766365,11,121,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2014,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,11.18458,54.143719,99.29422,0,12.99366,106.0587,,58.067528,,1.8473059,1.5137564,80.537025,46.324848,12,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2015,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,51.045311,81.041252,0,15.2718,105.2918,,54.083599,,.99674892,1.861483,69.677979,47.622509,13,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2016,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,53.660229,79.97596,0,16.34087,93.702522,,51.942192,,-1.156267,-.34637693,67.212921,50.204666,14,196,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2017,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,53.718262,80.55307,0,17.4459,89.72364,,,,3.3712366,1.518207,68.334282,52.624565,15,225,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2018,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,56.564949,79.953484,,17.77508,86.799057,,,,2.39852,2.2658634,72.154266,56.502708,16,256,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2019,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,60.85236,79.607491,,15.69522,76.473557,,,,-.83905131,2.4912353,68.786621,56.692459,17,289,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BHS,BHS,"Bahamas, The",2020,LCN,Latin America and Caribbean,HIC,High income,LNX,Not classified,,81.925034,75.737282,,13.54524,75.68644,,,,-20.089556,.0385211,53.420757,79.041412,18,324,,,,,,,,,,,,,,,,,,,,,,0,,,,,
